Order,Len,Len_c,Semantic_closeness,Semantic_closeness_c,Lexical_frequency,Lexical_frequency_c,Predictability,Predictability_c,Pronominality,Verb,Position
1,-1,-1,0.007225007129110797,1,-5.59224e-05,-1,-0.009844251292650819,-1,0,uccidere,Preverbal
1,21,1,-0.3106631868406408,-1,4.9882e-08,1,-0.007728208522031765,-1,0,scoppiare,Preverbal
1,0,0,-0.19841620250486894,-1,5.359000000000001e-06,1,0.02748264933364125,1,0,sembrare,Preverbal
1,5,1,0.1726639820377982,1,6.868200000000001e-07,1,0.0167323442901281,1,0,arrivare,Preverbal
1,3,1,-0.013706500696999066,-1,-7.1118e-06,-1,-0.03605511843032194,-1,0,morire,Preverbal
1,0,0,0.06315681469439324,1,-4.696000000000002e-06,-1,-0.027510259333525022,-1,0,addentrare,Preverbal
1,-9,-1,0.1286081689468341,1,-2.1755061e-06,-1,-0.00040693258211099703,-1,0,moltiplicare,Preverbal
1,5,1,0.16412085480758057,1,-6.420379999999999e-07,-1,-0.059558842241956456,-1,1,sibilare,Preverbal
1,0,0,0.2283236765155991,1,1.8399999999999688e-09,1,-0.013674140788249467,-1,1,andare,Preverbal
1,1,1,-0.019554299130220526,-1,-6.359599999999997e-07,-1,0.002128893454031111,1,0,essere,Preverbal
1,-7,-1,-0.11325209584707102,-1,5.6525e-07,1,0.008944181085643987,1,0,formare,Preverbal
1,-12,-1,0.2175004222245749,1,-4.1376872999999995e-06,-1,0.001210317005850725,1,0,creare,Preverbal
1,0,0,0.014035244313245016,1,-4.195000000000001e-06,-1,-0.012227013722959312,-1,0,essere,Preverbal
1,-6,-1,-0.01903075035465554,-1,-2.17896e-05,-1,-0.014342650914709543,-1,0,divenire,Preverbal
1,-7,-1,-0.10655447626043388,-1,1.87376e-06,1,0.05862048863902797,1,0,rammentare,Preverbal
1,-10,-1,-0.12161488814976254,-1,1.28487222e-05,1,0.03948093611585507,1,0,svelare,Preverbal
1,-1,-1,-0.1173307312110812,-1,-1.19727e-05,-1,0.002735881914767535,1,1,togliere,Preverbal
1,0,0,-0.0085135027696875,-1,-2.0968599999999996e-07,-1,-0.0053844940980798395,-1,0,esportare,Preverbal
1,1,1,-0.05121706086738029,-1,1.2365399999999998e-06,1,-0.02948827128098458,-1,0,suonare,Preverbal
1,0,0,0.08506140729260674,1,-2.3880000000000003e-06,-1,-0.040092674556351016,-1,0,soddisfare,Preverbal
1,-5,-1,0.011385136518032496,1,-9.143635999999998e-06,-1,-0.01863160401434477,-1,1,scrivere,Preverbal
1,-1,-1,-0.022382338313164607,-1,6.73825e-08,1,0.010525736856918766,1,0,avere,Preverbal
1,-14,-1,-0.09394956235269203,-1,-1.314138e-06,-1,0.007442072543063005,1,0,avere,Preverbal
1,-1,-1,-0.07908470646110277,-1,1.56074e-08,1,-0.04766434856543311,-1,0,prefiggere,Preverbal
1,-2,-1,0.04268989368320367,1,-3.9216999999999984e-07,-1,0.012272449979304934,1,0,esporre,Preverbal
